timestamp,value,value_classification,time_until_update,Open,Close,Low,High,Volume,change,RSI,SMA200,SMA50,SMA5,position,fear,greed,overbrough,oversell,10d_low,buy_ranking,sell_ranking
2022-09-17,22,Extreme Fear,,19777.033203125,20127.576171875,19777.033203125,20162.53125,24957448100,0.017953757980268437,45.612259709327894,,21697.4766796875,20027.83359375,0,1,0,0,0,19329.833984375,1,0
2022-09-18,27,Fear,,20127.234375,19419.505859375,19387.4921875,20127.234375,31254779144,-0.035179114785287124,41.114153808611434,,21612.74265625,19852.393359375,0,1,0,0,0,19419.505859375,1,0
2022-09-19,21,Extreme Fear,,19418.572265625,19544.12890625,18390.318359375,19639.48046875,40177002624,0.006417415961943007,42.19464888788747,,21536.8873046875,19713.001171875,0,1,0,0,0,19419.505859375,1,0
2022-09-20,23,Extreme Fear,,19545.591796875,18890.7890625,18813.455078125,19602.45703125,36791346508,-0.033428956945789956,38.23382870836841,,21448.4191015625,19550.916796875,0,1,0,0,0,18890.7890625,1,0
2022-09-21,23,Extreme Fear,,18891.283203125,18547.400390625,18290.314453125,19674.630859375,46363793975,-0.018177571658806957,36.3048649116085,,21359.804765625,19305.880078125,0,1,0,0,0,18547.400390625,1,0
2022-09-22,22,Extreme Fear,,18534.650390625,19413.55078125,18415.591796875,19456.91015625,41135767926,0.04669928789927913,43.98194913467919,,21291.145625,19163.075,0,1,0,0,0,18547.400390625,1,0
2022-09-23,20,Extreme Fear,,19412.400390625,19297.638671875,18617.552734375,19464.671875,38896078052,-0.005970680514919002,43.23100851581452,,21224.4792578125,19138.7015625,0,1,0,0,0,18547.400390625,1,0
2022-09-24,24,Extreme Fear,,19296.990234375,18937.01171875,18861.974609375,19310.197265625,26149643168,-0.01868762076318642,40.89173645328793,,21137.433203125,19017.278125,0,1,0,0,0,18547.400390625,1,0
2022-09-25,24,Extreme Fear,,18936.310546875,18802.09765625,18696.46875,19134.732421875,23359966112,-0.007124358610731463,40.019290618194674,,21054.2495703125,18999.53984375,0,1,0,0,0,18547.400390625,1,0
2022-09-26,21,Extreme Fear,,18803.900390625,19222.671875,18721.28515625,19274.873046875,44148798321,0.022368473265013344,44.028338385799415,,20975.1851953125,19134.594140625,0,1,0,0,0,18547.400390625,1,0
2022-09-27,20,Extreme Fear,,19221.83984375,19110.546875,18915.66796875,20338.455078125,58571439619,-0.005832956039052206,43.199344583978736,,20881.20640625,19073.993359375,0,1,0,0,0,18547.400390625,1,0
2022-09-28,20,Extreme Fear,,19104.62109375,19426.720703125,18553.296875,19688.34375,53071298734,0.016544467837213528,46.27142416479362,,20806.454453125,19099.809765625,0,1,0,0,0,18547.400390625,1,0
2022-09-29,22,Extreme Fear,,19427.779296875,19573.05078125,18924.353515625,19589.265625,41037843771,0.007532412719634118,47.681766544835526,,20718.9626171875,19227.017578125,0,1,0,0,0,18547.400390625,1,0
2022-09-30,21,Extreme Fear,,19573.431640625,19431.7890625,19265.662109375,20109.849609375,43975248085,-0.0072171538473359,46.415123329734534,,20628.4478125,19352.955859375,0,1,0,0,0,18547.400390625,1,0
2022-10-01,20,Extreme Fear,,19431.10546875,19312.095703125,19231.08203125,19471.154296875,18719537670,-0.0061596674907298254,45.316648769813824,,20526.633359375,19370.840625,0,1,0,0,0,18802.09765625,1,0
2022-10-02,24,Extreme Fear,,19311.849609375,19044.107421875,18970.62109375,19370.30859375,20765955327,-0.013876706359042923,42.87030493291117,,20419.034140625,19357.552734375,0,1,0,0,0,18802.09765625,1,0
2022-10-03,24,Extreme Fear,,19044.068359375,19623.580078125,19025.2265625,19653.54296875,30484729489,0.030427924155919772,49.249969531147094,,20325.1190625,19396.924609375,0,1,0,0,0,18802.09765625,1,0
2022-10-04,20,Extreme Fear,,19623.583984375,20336.84375,19523.83984375,20380.34375,35887278685,0.036347275524413414,55.793654661322165,,20249.116484375,19549.683203125,0,1,0,0,0,18802.09765625,1,0
2022-10-05,25,Extreme Fear,,20335.900390625,20160.716796875,19801.80078125,20343.748046875,33223790572,-0.008660486125090072,53.9440041904682,,20174.665,19695.46875,0,1,0,0,0,19044.107421875,1,0
2022-10-06,26,Fear,,20161.0390625,19955.443359375,19900.087890625,20408.392578125,34711412966,-0.01018185214187517,51.789067265175106,,20107.05390625,19824.13828125,0,1,0,0,0,19044.107421875,1,0
2022-10-07,23,Extreme Fear,,19957.55859375,19546.849609375,19395.79296875,20041.0859375,29227315390,-0.02047530303595302,47.704081319040135,,20033.7361328125,19924.68671875,0,1,0,0,0,19044.107421875,1,0
2022-10-08,24,Extreme Fear,,19546.328125,19416.568359375,19299.4140625,19601.6953125,16437423167,-0.006665076603316944,46.446093176867734,,20004.5164453125,19883.284375,0,1,0,0,0,19044.107421875,1,0
2022-10-09,22,Extreme Fear,,19417.478515625,19446.42578125,19349.259765625,19542.5390625,16837262532,0.0015377290838616275,46.79239105056227,,19970.12375,19705.20078125,0,1,0,0,0,19044.107421875,1,0
2022-10-10,22,Extreme Fear,,19446.416015625,19141.484375,19102.978515625,19515.466796875,27425022774,-0.01568110303046133,43.685374899027046,,19922.271015625,19501.354296875,0,1,0,0,0,19044.107421875,1,0
2022-10-11,24,Extreme Fear,,19139.0,19051.41796875,18925.603515625,19241.9609375,28711532910,-0.00470529894576166,42.781811639902635,,19875.3212109375,19320.54921875,0,1,0,0,0,19044.107421875,1,0
2022-10-12,20,Extreme Fear,,19052.646484375,19157.4453125,19029.7578125,19203.19921875,24950173846,0.005565325579645286,44.2438376554146,,19827.908359375,19242.668359375,0,1,0,0,0,19051.41796875,1,0
2022-10-13,20,Extreme Fear,,19156.966796875,19382.904296875,18319.822265625,19453.328125,44219840004,0.011768739552548313,47.325974086362926,,19787.6660546875,19235.935546875,0,1,0,0,0,19051.41796875,1,0
2022-10-14,24,Extreme Fear,,19382.533203125,19185.65625,19115.408203125,19889.146484375,38452356727,-0.010176392755898878,44.983155038203535,,19739.36109375,19183.781640625,0,1,0,0,0,19051.41796875,1,0
2022-10-15,24,Extreme Fear,,19185.4375,19067.634765625,19019.25,19212.541015625,16192235532,-0.0061515479500473536,43.59260987129845,,19715.5133984375,19169.01171875,0,1,0,0,0,19051.41796875,1,0
2022-10-16,24,Extreme Fear,,19068.9140625,19268.09375,19068.9140625,19389.603515625,17988916650,0.010513049302600663,46.61139957254583,,19700.0405078125,19212.346875,0,1,0,0,0,19051.41796875,1,0
2022-10-17,20,Extreme Fear,,19268.5625,19550.7578125,19173.333984375,19635.802734375,27472552998,0.014670058500208416,50.62414182253355,,19698.719375,19291.009375,0,1,0,0,0,19051.41796875,1,0
2022-10-18,22,Extreme Fear,,19550.466796875,19334.416015625,19144.76953125,19666.994140625,30580012344,-0.011065647631146036,47.67088982367721,,19679.4478125,19281.31171875,0,1,0,0,0,19051.41796875,1,0
2022-10-19,23,Extreme Fear,,19335.02734375,19139.53515625,19127.6875,19348.416015625,22425387184,-0.010079479991405349,45.11758806664115,,19666.30234375,19272.0875,0,1,0,0,0,19051.41796875,1,0
2022-10-20,23,Extreme Fear,,19138.0859375,19053.740234375,18971.458984375,19315.19921875,24493974420,-0.004482602172654282,44.00025874402056,,19646.381875,19269.30859375,0,1,0,0,0,19051.41796875,1,0
2022-10-21,23,Extreme Fear,,19053.203125,19172.46875,18770.970703125,19237.384765625,32459287866,0.006231244583192241,45.99349834152408,,19627.2884375,19250.18359375,0,1,0,0,0,19053.740234375,1,0
2022-10-22,20,Extreme Fear,,19172.380859375,19208.189453125,19132.244140625,19248.068359375,16104440957,0.0018631248583989013,46.60922695909967,,19612.056796875,19181.669921875,0,1,0,0,0,19053.740234375,1,0
2022-10-23,23,Extreme Fear,,19207.734375,19567.0078125,19124.197265625,19646.65234375,22128794335,0.018680488353712166,52.47114792437307,,19606.7551953125,19228.18828125,0,1,0,0,0,19053.740234375,1,0
2022-10-24,22,Extreme Fear,,19567.76953125,19345.572265625,19206.32421875,19589.125,30202235805,-0.011316781236911488,48.90281800156291,,19593.9323828125,19269.395703125,0,1,0,0,0,19053.740234375,1,0
2022-10-25,20,Extreme Fear,,19344.96484375,20095.857421875,19261.447265625,20348.412109375,47761524910,0.03878330120960949,59.06155051247236,,19599.602109375,19477.819140625,0,1,0,0,0,19053.740234375,1,0
2022-10-26,33,Fear,,20092.236328125,20770.44140625,20076.1171875,20938.134765625,58895950537,0.03356831063305088,65.67014239730933,,19638.257578125,19797.413671875,0,0,0,0,0,19053.740234375,0,0
2022-10-27,32,Fear,,20772.802734375,20285.8359375,20255.373046875,20854.044921875,49625110402,-0.0233314959115013,58.37936441845143,,19658.1678125,20012.94296875,0,0,0,0,0,19053.740234375,0,0
2022-10-28,30,Fear,,20287.95703125,20595.3515625,20086.068359375,20724.98046875,43994715910,0.015257721000682789,61.3321688199552,,19683.4781640625,20218.61171875,0,0,0,0,0,19053.740234375,0,0
2022-10-29,34,Fear,,20595.103515625,20818.4765625,20566.484375,20988.39453125,40369840645,0.01083375534148523,63.35072877576717,,19672.2246484375,20513.192578125,0,0,0,0,0,19053.740234375,0,0
2022-10-30,34,Fear,,20817.982421875,20635.603515625,20547.462890625,20917.005859375,31486345556,-0.008784170461560437,60.560330303137036,,19651.3259375,20621.141796875,0,0,0,0,0,19172.46875,0,0
2022-10-31,31,Fear,,20633.6953125,20495.7734375,20287.458984375,20795.3203125,45668466815,-0.006776156462742766,58.440674177777716,,19625.8562890625,20566.208203125,0,0,0,0,0,19208.189453125,0,0
2022-11-01,30,Fear,,20494.8984375,20485.2734375,20359.845703125,20647.2890625,39819303159,-0.0005123007449325812,58.27572951161692,,19588.1527734375,20606.095703125,0,0,0,0,0,19345.572265625,0,0
2022-11-02,30,Fear,,20482.958984375,20159.50390625,20087.134765625,20742.810546875,55552169483,-0.015902620594443806,53.253705990961905,,19585.4087109375,20518.926171875,0,0,0,0,0,19345.572265625,0,0
2022-11-03,30,Fear,,20162.689453125,20209.98828125,20086.240234375,20382.095703125,43228750179,0.0025042468919260763,53.916483615821555,,19584.7866796875,20397.228515625,0,0,0,0,0,20095.857421875,0,0
2022-11-04,30,Fear,,20208.76953125,21147.23046875,20188.01953125,21209.560546875,64072727950,0.0463751969796804,64.09446373031182,,19613.7070703125,20499.55390625,0,0,0,0,0,20159.50390625,0,0
2022-11-05,38,Fear,,21144.83203125,21282.69140625,21097.634765625,21446.88671875,37846047609,0.006405611254872046,65.28775276372828,,19643.90921875,20656.9375,0,0,0,0,0,20159.50390625,0,0
2022-11-06,40,Fear,,21285.056640625,20926.486328125,20920.19140625,21345.376953125,35082693210,-0.01673684363155281,59.671792470243886,,19659.887421875,20745.180078125,0,0,0,0,0,20159.50390625,0,0
2022-11-07,33,Fear,,20924.62109375,20602.81640625,20489.97265625,21053.24609375,53510852236,-0.015466997985227438,55.0389319448465,,19683.5536328125,20833.842578125,0,0,0,0,0,20159.50390625,0,0
2022-11-08,31,Fear,,20600.671875,18541.271484375,17603.544921875,20664.607421875,118992465607,-0.10006131594948431,35.91344929284111,,19663.496484375,20500.09921875,0,0,0,0,0,18541.271484375,0,0
2022-11-09,29,Fear,,18543.76171875,15880.7802734375,15682.6923828125,18590.458984375,102905151606,-0.14349022466876316,24.217682563007394,,19603.29630859375,19446.8091796875,0,1,0,0,1,15880.7802734375,2,0
2022-11-10,22,Extreme Fear,,15883.158203125,17586.771484375,15834.0185546875,18054.3125,83202283721,0.10742489862358795,38.13135638644945,,19584.08373046875,18707.6251953125,0,1,0,0,0,15880.7802734375,1,0
2022-11-11,25,Extreme Fear,,17583.251953125,17034.29296875,16543.482421875,17650.943359375,55871616488,-0.03141443647663533,35.836662389425264,,19536.49857421875,17929.1865234375,0,1,0,0,0,15880.7802734375,1,0
2022-11-12,21,Extreme Fear,,17036.875,16799.185546875,16651.775390625,17066.67578125,29717699419,-0.013802006476365758,34.87484970873862,,19486.52951171875,17168.4603515625,0,1,0,0,0,15880.7802734375,1,0
2022-11-13,22,Extreme Fear,,16799.72265625,16353.365234375,16320.634765625,16920.765625,27209183682,-0.026538209918333333,33.06275782382202,,19434.85658203125,16730.8791015625,0,1,0,0,0,15880.7802734375,1,0
2022-11-14,24,Extreme Fear,,16352.0283203125,16618.19921875,15872.94140625,17109.32421875,49630243054,0.016194463988263186,35.21619817945167,,19391.17861328125,16878.362890625,0,1,0,0,0,15880.7802734375,1,0
2022-11-15,22,Extreme Fear,,16617.484375,16884.61328125,16542.55078125,17051.962890625,36599436183,0.016031463998783302,37.39802939232771,,19344.41744140625,16737.93125,0,1,0,0,0,15880.7802734375,1,0
2022-11-16,23,Extreme Fear,,16884.341796875,16669.439453125,16430.111328125,16960.294921875,33925512989,-0.0127437818409466,36.33368744155012,,19295.59529296875,16664.960546875,0,1,0,0,0,15880.7802734375,1,0
2022-11-17,20,Extreme Fear,,16670.42578125,16687.517578125,16460.68359375,16726.439453125,27868914022,0.0010845070736082985,36.49720857908237,,19240.81123046875,16642.626953125,0,1,0,0,0,15880.7802734375,1,0
2022-11-18,23,Extreme Fear,,16687.912109375,16697.77734375,16564.611328125,16947.05859375,26862218609,0.0006148167681003791,36.59673641336246,,19183.30576171875,16711.509375,0,1,0,0,0,15880.7802734375,1,0
2022-11-19,23,Extreme Fear,,16696.220703125,16711.546875,16570.41015625,16797.876953125,16106223492,0.0008246325823211276,36.740036704558,,19128.90091796875,16730.17890625,0,1,0,0,0,16353.365234375,1,0
2022-11-20,24,Extreme Fear,,16712.919921875,16291.83203125,16248.6923828125,16746.779296875,21313378652,-0.025115259939095247,34.20249545971408,,19068.49564453125,16611.62265625,0,1,0,0,0,16291.83203125,1,0
2022-11-21,21,Extreme Fear,,16291.2236328125,15787.2841796875,15599.046875,16291.2236328125,37429485518,-0.030969374751391165,31.395310535202945,,19003.3591796875,16435.1916015625,0,1,0,0,0,15787.2841796875,1,0
2022-11-22,22,Extreme Fear,,15782.30078125,16189.76953125,15656.6064453125,16253.0478515625,30726828760,0.025494274188105903,35.91396402740476,,18934.68296875,16335.6419921875,0,1,0,0,0,15787.2841796875,1,0
2022-11-23,22,Extreme Fear,,16195.5888671875,16610.70703125,16170.5029296875,16638.193359375,32958875628,0.02600021570334854,40.33977010484788,,18860.160234375,16318.2279296875,0,1,0,0,0,15787.2841796875,1,0
2022-11-24,20,Extreme Fear,,16611.63671875,16604.46484375,16501.767578125,16771.474609375,26129037414,-0.0003757930043709612,40.29532872341428,,18789.0351953125,16296.8115234375,0,1,0,0,0,15787.2841796875,1,0
2022-11-25,20,Extreme Fear,,16602.26953125,16521.841796875,16388.404296875,16603.31640625,18678255976,-0.004975953615638518,39.67232468606098,,18720.3631640625,16342.8134765625,0,1,0,0,0,15787.2841796875,1,0
2022-11-26,22,Extreme Fear,,16521.576171875,16464.28125,16416.228515625,16666.86328125,18000008764,-0.0034839061881034583,39.21741673289291,,18658.711796875,16478.212890625,0,1,0,0,0,15787.2841796875,1,0
2022-11-27,26,Fear,,16463.8828125,16444.626953125,16437.025390625,16594.40625,20443898509,-0.0011937537130568554,39.05275040926617,,18599.27296875,16529.184375,0,1,0,0,0,15787.2841796875,1,0
2022-11-28,28,Fear,,16440.22265625,16217.322265625,16054.5302734375,16482.93359375,27743025156,-0.013822428939733733,37.1119743373491,,18534.6908984375,16450.507421875,0,1,0,0,0,15787.2841796875,1,0
2022-11-29,26,Fear,,16217.6396484375,16444.982421875,16139.396484375,16522.2578125,23581685468,0.014038085481754337,40.31144540028957,,18480.760859375,16418.6109375,0,1,0,0,0,15787.2841796875,1,0
2022-11-30,29,Fear,,16445.4765625,17168.56640625,16445.4765625,17190.9375,29523576583,0.044000289316970864,49.1639927545526,,18443.103828125,16547.955859375,0,1,0,0,0,15787.2841796875,1,0
2022-12-01,27,Fear,,17168.001953125,16967.1328125,16888.388671875,17197.498046875,22895392882,-0.011732697360023692,47.071043673239195,,18399.297578125,16648.526171875,0,1,0,0,0,16189.76953125,1,0
2022-12-02,27,Fear,,16968.68359375,17088.66015625,16877.880859375,17088.66015625,19539705127,0.007162515027905547,48.49560961059477,,18353.4126953125,16777.3328125,0,1,0,0,0,16217.322265625,1,0
2022-12-03,27,Fear,,17090.09765625,16908.236328125,16888.140625,17116.041015625,16217776704,-0.010558102652595158,46.49483350059666,,18307.864296875,16915.515625,0,1,0,0,0,16217.322265625,1,0
2022-12-04,26,Fear,,16908.169921875,17130.486328125,16903.439453125,17157.767578125,16824520830,0.013144481522908036,49.27123893481515,,18269.121328125,17052.61640625,0,1,0,0,0,16217.322265625,1,0
2022-12-05,26,Fear,,17128.89453125,16974.826171875,16922.431640625,17378.15234375,22209086834,-0.00908673304822849,47.41545478072328,,18223.2559765625,17013.868359375,0,1,0,0,0,16217.322265625,1,0
2022-12-06,25,Extreme Fear,,16975.23828125,17089.50390625,16939.921875,17091.86328125,19889922369,0.006755753090715411,48.94123032837639,21269.10900390625,18174.0308984375,17038.342578125,0,1,0,0,0,16217.322265625,1,0
2022-12-07,29,Fear,,17089.505859375,16848.126953125,16750.55859375,17109.376953125,19675404389,-0.01412428087141393,45.92096619321789,21206.188505859376,18124.3051171875,16990.2359375,0,1,0,0,0,16217.322265625,1,0
2022-12-08,25,Extreme Fear,,16847.349609375,17233.474609375,16788.783203125,17267.916015625,20496603770,0.022871839541696026,51.108327961740905,21140.737265625,18086.18390625,17055.28359375,0,1,0,0,0,16444.982421875,1,0
2022-12-09,26,Fear,,17232.1484375,17133.15234375,17100.8359375,17280.546875,20328426366,-0.005821360340788395,49.76984395817317,21080.9084765625,18047.7721484375,17055.816796875,0,1,0,0,0,16848.126953125,1,0
2022-12-10,27,Fear,,17134.220703125,17128.724609375,17120.68359375,17216.826171875,12706781969,-0.00025843080632004245,49.70796878317838,21018.274169921875,18006.897265625,17086.596484375,0,1,0,0,0,16848.126953125,1,0
2022-12-11,26,Fear,,17129.7109375,17104.193359375,17091.8203125,17245.634765625,14122486832,-0.0014321702613265819,49.34196179587374,20955.983330078125,17964.81734375,17089.534375,0,1,0,0,0,16848.126953125,1,0
2022-12-12,27,Fear,,17102.5,17206.4375,16899.39453125,17212.564453125,19617581341,0.005977723618808328,50.96262946340177,20895.67939453125,17917.6059375,17161.196484375,0,1,0,0,0,16848.126953125,1,0
2022-12-13,27,Fear,,17206.44140625,17781.318359375,17111.763671875,17930.0859375,26634741631,0.033410801008343594,58.92046904973329,20841.448115234376,17886.320859375,17270.765234375,0,1,0,0,0,16848.126953125,1,0
2022-12-14,30,Fear,,17782.06640625,17815.650390625,17739.513671875,18318.53125,25534481470,0.0019307922256450727,59.34478620285573,20786.451865234376,17840.71671875,17407.26484375,0,0,0,0,0,16848.126953125,0,0
2022-12-15,31,Fear,,17813.64453125,17364.865234375,17322.58984375,17846.744140625,20964448341,-0.02530276169357326,51.78174319459162,20726.04640625,17772.6051953125,17454.49296875,0,0,0,0,0,16848.126953125,0,0
2022-12-16,29,Fear,,17364.546875,16647.484375,16584.701171875,17505.525390625,24031608960,-0.04131220425223303,42.49932914275918,20650.651875,17699.8381640625,17363.151171875,0,1,0,0,0,16647.484375,1,0
2022-12-17,28,Fear,,16646.982421875,16795.091796875,16614.029296875,16800.58984375,14463581825,0.008866650272798315,44.6960920383642,20575.66578125,17623.83296875,17280.88203125,0,1,0,0,0,16647.484375,1,0
2022-12-18,26,Fear,,16795.609375,16757.9765625,16697.8203125,16815.38671875,10924354698,-0.0022098857704312413,44.23843648344634,20510.460263671874,17542.62296875,17076.213671875,0,1,0,0,0,16647.484375,1,0
2022-12-19,29,Fear,,16759.041015625,16439.6796875,16398.13671875,16807.52734375,17221074814,-0.01899375344110854,40.41642544719161,20440.321220703125,17458.7044921875,16801.01953125,0,1,0,0,0,16439.6796875,1,0
2022-12-20,29,Fear,,16441.787109375,16906.3046875,16427.8671875,17012.984375,22722096615,0.028384068842582266,47.56810480590641,20376.330791015625,17386.9151171875,16709.307421875,0,1,0,0,0,16439.6796875,1,0
2022-12-21,26,Fear,,16904.52734375,16817.53515625,16755.912109375,16916.80078125,14882945045,-0.005250676176186131,46.42646858724816,20311.253896484373,17313.5603515625,16743.317578125,0,1,0,0,0,16439.6796875,1,0
2022-12-22,28,Fear,,16818.380859375,16830.341796875,16592.408203125,16866.673828125,16441573050,0.0007615052090579333,46.62549089735358,20245.872294921875,17246.977109375,16750.367578125,0,1,0,0,0,16439.6796875,1,0
2022-12-23,27,Fear,,16829.64453125,16796.953125,16794.458984375,16905.21875,15329265213,-0.001983838015767403,46.144189508063285,20173.003701171874,17178.71640625,16758.162890625,0,1,0,0,0,16439.6796875,1,0
2022-12-24,29,Fear,,16796.9765625,16847.755859375,16793.52734375,16864.703125,9744636213,0.003024520816182319,47.03999626177613,20101.465087890625,17092.7269140625,16839.778125,0,1,0,0,0,16439.6796875,1,0
2022-12-25,29,Fear,,16847.505859375,16841.986328125,16755.25390625,16860.5546875,11656379938,-0.000342451024228807,46.9444959977389,20034.6032421875,17003.9128125,16826.914453125,0,1,0,0,0,16439.6796875,1,0
2022-12-26,28,Fear,,16842.25,16919.8046875,16812.369140625,16920.123046875,11886957804,0.004620497716771643,48.46424599760647,19968.642275390626,16923.7791796875,16847.368359375,0,1,0,0,0,16439.6796875,1,0
2022-12-27,27,Fear,,16919.291015625,16717.173828125,16642.072265625,16959.845703125,15748580239,-0.011975957353969946,44.86080842626453,19906.80912109375,16846.066328125,16824.734765625,0,1,0,0,0,16439.6796875,1,0
2022-12-28,28,Fear,,16716.400390625,16552.572265625,16497.556640625,16768.169921875,17005713920,-0.009846255365429935,42.12107659492232,19847.7679296875,16806.29234375,16775.85859375,0,1,0,0,0,16439.6796875,1,0
2022-12-29,28,Fear,,16552.322265625,16642.341796875,16508.68359375,16651.755859375,14472237479,0.0054232979508825885,44.12525421167876,19797.166396484376,16821.52357421875,16734.77578125,0,1,0,0,0,16552.572265625,1,0
2022-12-30,28,Fear,,16641.330078125,16602.5859375,16408.474609375,16643.427734375,15929162910,-0.002388838052975517,43.408374713561116,19767.7423828125,16801.83986328125,16686.895703125,0,1,0,0,0,16552.572265625,1,0
2022-12-31,25,Extreme Fear,,16603.673828125,16547.49609375,16517.51953125,16628.986328125,11239186456,-0.0033181483870876605,42.38086985458129,19739.4458984375,16792.10392578125,16612.433984375,0,1,0,0,0,16547.49609375,1,0
2023-01-01,26,Fear,,16547.9140625,16625.080078125,16521.234375,16630.439453125,9244361700,0.0046885633896178724,44.37771508956786,19709.707099609375,16788.62181640625,16594.015234375,0,1,0,0,0,16547.49609375,1,0
2023-01-02,27,Fear,,16625.509765625,16688.470703125,16572.228515625,16759.34375,12097775227,0.0038129515588565255,46.023672813139825,19691.241201171873,16795.32392578125,16621.194921875,0,1,0,0,0,16547.49609375,1,0
2023-01-03,26,Fear,,16688.84765625,16679.857421875,16622.37109375,16760.447265625,13903079207,-0.000516121662866742,45.825244827817116,19672.283076171876,16796.55708984375,16628.698046875,0,1,0,0,0,16547.49609375,1,0
2023-01-04,29,Fear,,16680.205078125,16863.23828125,16667.763671875,16964.5859375,18421743322,0.010994150293785143,50.69883381396991,19661.5110546875,16796.12958984375,16680.828515625,0,1,0,0,0,16547.49609375,1,0
2023-01-05,29,Fear,,16863.47265625,16836.736328125,16790.283203125,16884.021484375,13692758566,-0.0015715814888571655,49.99879830409274,19642.92837890625,16799.47552734375,16738.6765625,0,1,0,0,0,16547.49609375,1,0
